0,1,2,3,4,5,6,7,8,9,10,
Жовтень,01.10,7,нд,"Неділя 17-та по Зісланні Святого Духа. 🕀 Покров Пресвятої Богородиці. Св. ап. Ананії, одного з сімдесятьох. Прп. Романа Сладкопівця.","св. ап. Ананії, одного з сімдесятьох, прп. Романа Сладкопівця",так,свято,,,"Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, якої Покрову сьогодні торжественний празник світло звершуємо, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, якої Покрову сьогодні торжественний празник світло звершуємо, святих, славних і всехвальних апостолів, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,02.10,1,пн,"🕃 Св. свщмч. Кипріяна. Св. мчц. Юстини. Св. Андрея, Христа ради юродивого.","св. свщмч. Кипріяна, св. мчц. Юстини, св. Андрея, Христа ради юродивого",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. свщмч. Кипріяна, св. мчц. Юстини, св. Андрея, Христа ради юродивого і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого, якого є храм, св. свщмч. Кипріяна, св. мчц. Юстини, св. Андрея, Христа ради юродивого і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,03.10,2,вв,🕃 Св. свщмч. Діонісія Ареопагіта.,св. свщмч. Діонісія Ареопагіта,ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. свщмч. Діонісія Ареопагіта і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого, якого є храм, св. свщмч. Діонісія Ареопагіта і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,04.10,3,ср,"Св. свщмч. Єротея, єп. Атенського. Прп. отця Франциска Асижського.","св. свщмч. Єротея, єп. Атенського, прп. отця Франциска Асижського",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. свщмч. Єротея, єп. Атенського, прп. отця Франциска Асижського і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, св. свщмч. Єротея, єп. Атенського, прп. отця Франциска Асижського і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,05.10,4,чт,Св. мчц. Харитини.,св. мчц. Харитини,ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. мчц. Харитини і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого, якого є храм, св. мчц. Харитини і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,06.10,5,пт,🕂 Св. ап. Томи.,"св. ап. Томи, якого сьогодні пам'ять торжественно звершуємо,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. ап. Томи, якого сьогодні пам'ять торжественно звершуємо, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, св. ап. Томи, якого сьогодні пам'ять торжественно звершуємо, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,07.10,6,сб,🕃 Свв. мчч. Сергія і Вакха.,"свв. мчч. Сергія і Вакха,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, свв. мчч. Сергія і Вакха, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, свв. мчч. Сергія і Вакха, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,08.10,7,нд,Неділя 18-та по Зісланні Святого Духа. Прп. Пелагії.,прп. Пелагії,ні,,,,"Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, прп. Пелагії і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, святих, славних і всехвальних апостолів, святого, якого є храм, прп. Пелагії і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,09.10,1,пн,🕂 Св. ап. Якова Алфеєвого.,"св. ап. Якова Алфеєвого, якого сьогодні пам'ять торжественно звершуємо,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. ап. Якова Алфеєвого, якого сьогодні пам'ять торжественно звершуємо, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого, якого є храм, св. ап. Якова Алфеєвого, якого сьогодні пам'ять торжественно звершуємо, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,10.10,2,вв,Свв. мчч. Євлампія і Євлампії.,"свв. мчч. Євлампія і Євлампії,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, свв. мчч. Євлампія і Євлампії, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого, якого є храм, свв. мчч. Євлампія і Євлампії, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,11.10,3,ср,"Св. ап. Филипа, одного з семи дияконів. Прп. Теофана Начертанного, єп. Нікейського і творця канонів.","св. ап. Филипа, одного з семи дияконів, прп. Теофана Начертанного, єп. Нікейського і творця канонів,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. ап. Филипа, одного з семи дияконів, прп. Теофана Начертанного, єп. Нікейського і творця канонів, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, св. ап. Филипа, одного з семи дияконів, прп. Теофана Начертанного, єп. Нікейського і творця канонів, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,12.10,4,чт,"Свв. мчч. Прова, Тараха й Андроніка. Прп. Косми Святоградця, єп. Маюмського і творця канонів. Пам'ять св. Мартина Милостивого, єп. Туринського.","свв. мчч. Прова, Тараха й Андроніка, прп. Косми Святоградця, єп. Маюмського і творця канонів, св. Мартина Милостивого, єп. Туринського,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, свв. мчч. Прова, Тараха й Андроніка, прп. Косми Святоградця, єп. Маюмського і творця канонів, св. Мартина Милостивого, єп. Туринського, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого, якого є храм, свв. мчч. Прова, Тараха й Андроніка, прп. Косми Святоградця, єп. Маюмського і творця канонів, св. Мартина Милостивого, єп. Туринського, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,13.10,5,пт,"Свв. мчч. Карпа, Папили й Агатоніки мч.","свв. мчч. Карпа, Папили й Агатоніки,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, свв. мчч. Карпа, Папили й Агатоніки, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, свв. мчч. Карпа, Папили й Агатоніки, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,14.10,6,сб,Свв. мчч. Назарія Гервасія Протасія й Келсія. 🕃 Прп. Параскеви Терновської.,"свв. мчч. Назарія Гервасія Протасія й Келсія, прп. Параскеви Терновської, cвщмч. Романа Лиска, пресв.,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, свв. мчч. Назарія Гервасія Протасія й Келсія, прп. Параскеви Терновської, cвщмч. Романа Лиска, пресв., і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, свв. мчч. Назарія Гервасія Протасія й Келсія, прп. Параскеви Терновської, cвщмч. Романа Лиска, пресв., і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,15.10,7,нд,"Неділя 19-та по Зісланні Святого Духа.</i>Свв. Отців VII Вселенського Собору. Прп. Євтимія Нового. Св. прпмч. Лукіяна, пресвітера Великої Антіохії.","свв. отців VII Вселенського Собору, прп. Євтимія Нового, св. прпмч. Лукіяна, пресвітера Великої Антіохії,",ні,,,,"Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, свв. отців VII Вселенського Собору, прп. Євтимія Нового, св. прпмч. Лукіяна, пресвітера Великої Антіохії, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, святих, славних і всехвальних апостолів, святого, якого є храм, свв. отців VII Вселенського Собору, прп. Євтимія Нового, св. прпмч. Лукіяна, пресвітера Великої Антіохії, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,16.10,1,пн,Св. мч. Лонгина сотника.,св. мч. Лонгина сотника,ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. мч. Лонгина сотника і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого, якого є храм, св. мч. Лонгина сотника і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,17.10,2,вв,Св. прор. Осії. Св. прпмч. Андрея Критського.,"св. прор. Осії, св. прпмч. Андрея Критського",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. прор. Осії, св. прпмч. Андрея Критського і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого, якого є храм, св. прор. Осії, св. прпмч. Андрея Критського і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,18.10,3,ср,🕂 Св. ап. і єв. Луки.,св. ап. і єв. Луки,ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. ап. і єв. Луки і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, св. ап. і єв. Луки і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,19.10,4,чт,Св. прор. Йоїла. Св. мч. Уара. Прп. Йоана Рильського.,"св. прор. Йоїла, св. мч. Уара, прп. Йоана Рильського",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. прор. Йоїла, св. мч. Уара, прп. Йоана Рильського і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого, якого є храм, св. прор. Йоїла, св. мч. Уара, прп. Йоана Рильського і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,20.10,5,пт,🕃 Св. влкмч. Артемія.,св. влкмч. Артемія,ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. влкмч. Артемія і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, св. влкмч. Артемія і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,21.10,6,сб,🕃 Прп. Іларіона Великого.,прп. Іларіона Великого,ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, прп. Іларіона Великого і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, прп. Іларіона Великого і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,22.10,7,нд,"Неділя 20-та по Зісланні Святого Духа. Св. рівноап. Аверкія, єп. Єрапольського, чудотворця. Свв. сімох отроків, що в Ефесі.","св. рівноап. Аверкія, єп. Єрапольського, чудотворця, свв. сімох отроків, що в Ефесі,",ні,,,,"Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. рівноап. Аверкія, єп. Єрапольського, чудотворця, свв. сімох отроків, що в Ефесі, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, що воскрес із мертвих, істинний Бог наш, молитвами пречистої своєї Матері, святих, славних і всехвальних апостолів, святого, якого є храм, св. рівноап. Аверкія, єп. Єрапольського, чудотворця, свв. сімох отроків, що в Ефесі, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,23.10,1,пн,"🕃 Св. ап. Якова, по плоті брата Господнього.","св. ап. Якова, по плоті брата Господнього,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. ап. Якова, по плоті брата Господнього, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, заступництвом чесних небесних сил безтілесних, святих, славних і всехвальних апостолів, святого, якого є храм, св. ап. Якова, по плоті брата Господнього, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,24.10,2,вв,"Св. мч. Арети і тих, що з ним.","св. мч. Арети і тих, що з ним,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. мч. Арети і тих, що з ним, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, чесного і славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого, якого є храм, св. мч. Арети і тих, що з ним, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,25.10,3,ср,Свв. мчч. і нотарів Маркіяна й Мартирія.,"свв. мчч. і нотарів Маркіяна й Мартирія,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, свв. мчч. і нотарів Маркіяна й Мартирія, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, свв. мчч. і нотарів Маркіяна й Мартирія, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,26.10,4,чт,🕁 Св. і славного влкмч. Димитрія Мироточця.,"св. і славного влкмч. Димитрія Мироточця, якого сьогодні пам'ять торжественно звершуємо,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. і славного влкмч. Димитрія Мироточця, якого сьогодні пам'ять торжественно звершуємо, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, святого отця нашого Миколая, архиєпископа, мирлікійського чудотворця, святих, славних і всехвальних апостолів, святого, якого є храм, св. і славного влкмч. Димитрія Мироточця, якого сьогодні пам'ять торжественно звершуємо, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,27.10,5,пт,Св. мчч. Нестора. Свв. мчцц. Капетоліни і рабині її Єротиїди.,"св. мчч. Нестора, свв. мчцц. Капетоліни і рабині її Єротиїди,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святого, якого є храм, св. мчч. Нестора, свв. мчцц. Капетоліни і рабині її Єротиїди, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, святих, славних і всехвальних апостолів, святого, якого є храм, св. мчч. Нестора, свв. мчцц. Капетоліни і рабині її Єротиїди, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
Жовтень,28.10,6,сб,"🕃 Свв. мчч. Терентія й Неоніли. Прп. Стефана Савваїта, творця канонів. Св. мчц. Параскеви, що в Іконії, названої П'ятниця.","свв. мчч. Терентія й Неоніли, прп. Стефана Савваїта, творця канонів, св. мчц. Параскеви, що в Іконії, названої П'ятниця,",ні,,,,"Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Йоана Золотоустого, архиєпископа Константинограда, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, свв. мчч. Терентія й Неоніли, прп. Стефана Савваїта, творця канонів, св. мчц. Параскеви, що в Іконії, названої П'ятниця, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець.","Священик: Христос, істинний Бог наш, молитвами пречистої своєї Матері, силою чесного і животворного Хреста, заступництвом чесних небесних сил безтілесних, чесного, славного пророка, предтечі і христителя Йоана, святих, славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа мирлікійського, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, святого, якого є храм, свв. мчч. Терентія й Неоніли, прп. Стефана Савваїта, творця канонів, св. мчц. Параскеви, що в Іконії, названої П'ятниця, і всіх святих, помилує і спасе нас, як благий і чоловіколюбець."
